"","form","lemma"
"51605","ataugida","at-augjan"
"51606","ataugida","at-augjan"
"51607","sik","sik"
"51608","sik","sik"
"51609","sik","sik"
"51610","frumist","frumist"
"51611","Marjin","Marja"
"51612","şizai","sa"
"51613","Magdalene","Magdalene"
"51614","Magdalene","Magdalene"
"51615","af","af"
"51616","şizaiei","saei"
"51617","uswarp","us-wairpan"
"51618","uswarp","us-wairpan"
"51619","sibun","sibun"
"51620","unhulşons","unhulşo"
"51621","unhulşons","unhulşo"
"51622","unhulşons","unhulşo"
"51623","soh","sah"
"51624","gaggandei","gaggan"
"51625","gataih","ga-teihan"
"51626","gataih","ga-teihan"
"51627","şaim","sa"
"51628","şaim","sa"
"51629","şaim","sa"
"51630","miş","miş"
"51631","imma","is"
"51632","imma","is"
"51633","wisandam","wisan"
"51634","wisandam","wisan"
"51635","wisandam","wisan"
"51636","wisandam","wisan"
"51637","wisandam","wisan"
"51638","wisandam","wisan"
"51639","qainondam","qainon"
"51640","qainondam","qainon"
"51641","jah","jah"
"51642","gretandam","gretan"
"51643","gretandam","gretan"
"51644","jah","jah"
"51645","eis","is"
"51646","hausjandans","hausjan"
"51647","hausjandans","hausjan"
"51648","şatei","şatei"
"51649","şatei","saei"
"51650","şatei","saei"
"51651","libaiş","liban"
"51652","libaiş","liban"
"51653","libaiş","liban"
"51654","libaiş","liban"
"51655","jah","jah"
"51656","gasai<U+0195>ans","ga-sai<U+0195>an"
"51657","warş","wairşan"
"51658","warş","wairşan"
"51659","fram","fram"
"51660","fram","fram"
"51661","izai","is"
"51662","ni","ni"
"51663","galaubidedun","ga-laubjan"
"51664","şan","şan"
"51665","şata","sa"
"51666","şata","sa"
"51667","twaim","twai"
"51668","twaim","twai"
"51669","twaim","twai"
"51670","ize","is"
"51671","ize","is"
"51672","ize","izei"
"51673","ataugişs","at-augjan"
"51674","warş","wairşan"
"51675","warş","wairşan"
"51676","in","in"
"51677","anşaramma","anşar"
"51678","anşaramma","anşar"
"51679","gaggandam","gaggan"
"51680","gaggandam","gaggan"
"51681","du","du"
"51682","du","du"
"51683","du","du"
"51684","jah","jah"
"51685","jainai","jains"
"51686","jainai","jains"
"51687","galeişandans","ga-leişan"
"51688","galeişandans","ga-leişan"
"51689","gataihun","ga-teihan"
"51690","şaim","sa"
"51691","şaim","sa"
"51692","şaim","sa"
"51693","anşaraim","anşar"
"51694","anşaraim","anşar"
"51695","anşaraim","anşar"
"51696","galaubidedun","ga-laubjan"
"51697","bi","bi"
"51698","spedistin","spedists"
"51699","spedistin","spedists"
"51700","şan","şan"
"51701","şan","şan"
"51702","şan","şan"
"51703","anakumbjandam","ana-kumbjan"
"51704","anakumbjandam","ana-kumbjan"
"51705","şaim","sa"
"51706","şaim","sa"
"51707","şaim","sa"
"51708","ainlibim","ainlif"
"51709","ataugida","at-augjan"
"51710","ataugida","at-augjan"
"51711","ataugida","at-augjan"
"51712","ataugida","at-augjan"
"51713","ataugida","at-augjan"
"51714","ataugida","at-augjan"
"51715","ataugida","at-augjan"
"51716","jah","jah"
"51717","idweitida","idweitjan"
"51718","idweitida","idweitjan"
"51719","idweitida","idweitjan"
"51720","idweitida","idweitjan"
"51721","idweitida","idweitjan"
"51722","idweitida","idweitjan"
"51723","idweitida","idweitjan"
"51724","ungalaubein","ungalaubeins"
"51725","ize","is"
"51726","ize","izei"
"51727","ize","is"
"51728","jah","jah"
"51729","harduhairtein","harduhairtei"
"51730","harduhairtein","harduhairtei"
"51731","unte","unte"
"51732","şaim","sa"
"51733","şaim","sa"
"51734","şaim","sa"
"51735","gasai<U+0195>andam","ga-sai<U+0195>an"
"51736","gasai<U+0195>andam","ga-sai<U+0195>an"
"51737","ina","is"
"51738","urrisanana","ur-reisan"
"51739","ni","ni"
"51740","galaubidedun","ga-laubjan"
"51741","jah","jah"
"51742","qaş","qişan"
"51743","qaş","qişan"
"51744","du","du"
"51745","du","du"
"51746","du","du"
"51747","im","is"
"51748","im","is"
"51749","im","is"
"51750","gaggandans","gaggan"
"51751","gaggandans","gaggan"
"51752","in","in"
"51753","şo","sa"
"51754","şo","sa"
"51755","şo","sa"
"51756","manaseş","manaseşs"
"51757","alakjo","alakjo"
"51758","merjaiş","merjan"
"51759","şo","sa"
"51760","şo","sa"
"51761","şo","sa"
"51762","aiwaggeljon","aiwaggeljo"
"51763","aiwaggeljon","aiwaggeljo"
"51764","allai","alls"
"51765","allai","alls"
"51766","şizai","sa"
"51767","gaskaftai","gaskafts"
"51768","jah","jah"
"51769","sa","sa"
"51770","galaubjands","ga-laubjan"
"51771","ufdaupişs","uf-daupjan"
"51772","ganisiş","ga-nisan"
"51773","ganisiş","ga-nisan"
"51774","ganisiş","ga-nisan"
"51775","iş","iş"
"51776","saei","saei"
"51777","ni","ni"
"51778","galaubeiş","ga-laubjan"
"51779","galaubeiş","ga-laubjan"
"51780","galaubeiş","ga-laubjan"
"51781","afdomjada","af-domjan"
"51782","afdomjada","af-domjan"
"51783","aşşan","aşşan"
"51784","taikns","taikns"
"51785","şaim","sa"
"51786","şaim","sa"
"51787","şaim","sa"
"51788","galaubjandam","ga-laubjan"
"51789","galaubjandam","ga-laubjan"
"51790","şata","sa"
"51791","şata","sa"
"51792","afargaggiş","afar-gaggan"
"51793","afargaggiş","afar-gaggan"
"51794","afargaggiş","afar-gaggan"
"51795","in","in"
"51796","namin","namo"
"51797","meinamma","meins"
"51798","meinamma","meins"
"51799","unhulşons","unhulşo"
"51800","unhulşons","unhulşo"
"51801","unhulşons","unhulşo"
"51802","uswairpand","us-wairpan"
"51803","razdom","razda"
"51804","rodjand","rodjan"
"51805","niujaim","niujis"
"51806","niujaim","niujis"
"51807","niujaim","niujis"
"51808","nimand","niman"
"51809","jah","jah"
"51810","jabai","jabai"
"51811","<U+0195>a","<U+0195>as"
"51812","<U+0195>a","<U+0195>as"
"51813","drigkaina","drigkan"
"51814","ni","ni"
"51815","şauh","şau"
"51816","im","is"
"51817","im","is"
"51818","im","is"
"51819","agljai","aglus"
"51820","ana","ana"
"51821","ana","ana"
"51822","unhailans","unhails"
"51823","unhailans","unhails"
"51824","unhailans","unhails"
"51825","handuns","handus"
"51826","uslagjand","us-lagjan"
"51827","jah","jah"
"51828","waila","waila"
"51829","wairşiş","wairşan"
"51830","wairşiş","wairşan"
"51831","wairşiş","wairşan"
"51832","im","is"
"51833","im","is"
"51834","im","is"
"51835","şanuh","sah"
"51836","şanuh","şanuh"
"51837","şanuh","şanuh"
"51838","şan","şan"
"51839","şan","şan"
"51840","şan","şan"
"51841","frauja","frauja"
"51842","Iesus","Iesus"
"51843","afar","afar"
"51844","afar","afar"
"51845","şatei","saei"
"51846","şatei","saei"
"51847","şatei","şatei"
"51848","rodida","rodjan"
"51849","rodida","rodjan"
"51850","rodida","rodjan"
"51851","rodida","rodjan"
"51852","rodida","rodjan"
"51853","rodida","rodjan"
"51854","rodida","rodjan"
"51855","du","du"
"51856","du","du"
"51857","du","du"
"51858","im","is"
"51859","im","is"
"51860","im","is"
"51861","usnumans","us-niman"
"51862","warş","wairşan"
"51863","warş","wairşan"
"51864","in","in"
"51865","himin","himins"
"51866","himin","himins"
"51867","jah","jah"
"51868","gasat","ga-sitan"
"51869","gasat","ga-sitan"
"51870","af","af"
"51871","taihswon","taihswa"
"51872","taihswon","taihswa"
"51873","gudis","guş"
"51874","iş","iş"
"51875","jainai","jains"
"51876","jainai","jains"
"51877","usgaggandans","us-gaggan"
"51878","usgaggandans","us-gaggan"
"51879","meridedun","merjan"
"51880","and","and"
"51881","allata","alls"
"51882","allata","alls"
"51883","miş","miş"
"51884","fraujin","frauja"
"51885","gawaurstwin","gawaurstwa"
"51886","jah","jah"
"51887","şata","sa"
"51888","şata","sa"
"51889","waurd","waurd"
"51890","waurd","waurd"
"51891","tulgjandin","tulgjan"
"51892","tulgjandin","tulgjan"
"51893","şairh","şairh"
"51894","şos","sa"
"51895","şos","sa"
"51896","afargaggandeins","afar-gaggan"
"51897","afargaggandeins","afar-gaggan"
"51898","afargaggandeins","afar-gaggan"
"51899","taiknins","taikns"
"51900","amen","amen"
"51901","şo","sa"
"51902","şo","sa"
"51903","şo","sa"
"51904","auk","auk"
"51905","launa","laun"
"51906","launa","laun"
"51907","launa","laun"
"51908","frawaurhtais","frawaurhts"
"51909","dauşus","dauşus"
"51910","dauşus","dauşus"
"51911","iş","iş"
"51912","ansts","ansts"
"51913","gudis","guş"
"51914","libains","libains"
"51915","aiweino","aiweins"
"51916","aiweino","aiweins"
"51917","aiweino","aiweins"
"51918","in","in"
"51919","Xristau","Xristus"
"51920","Iesu","Iesus"
"51921","Iesu","Iesus"
"51922","Iesu","Iesus"
"51923","fraujin","frauja"
"51924","unsaramma","unsar"
"51925","unsaramma","unsar"
"51926","şau","şau"
"51927","niu","niu"
"51928","wituş","witan"
"51929","broşrjus","broşar"
"51930","kunnandam","-kunnan"
"51931","kunnandam","kunnan"
"51932","kunnandam","-kunnan"
"51933","kunnandam","kunnan"
"51934","auk","auk"
"51935","witoş","witoş"
"51936","witoş","witoş"
"51937","rodja","rodjan"
"51938","şatei","saei"
"51939","şatei","saei"
"51940","şatei","şatei"
"51941","witoş","witoş"
"51942","witoş","witoş"
"51943","fraujinoş","fraujinon"
"51944","fraujinoş","fraujinon"
"51945","fraujinoş","fraujinon"
"51946","fraujinoş","fraujinon"
"51947","fraujinoş","fraujinon"
"51948","fraujinoş","fraujinon"
"51949","mann","manna"
"51950","swa","swa"
"51951","lagga","laggs"
"51952","lagga","laggs"
"51953","lagga","laggs"
"51954","lagga","laggs"
"51955","lagga","laggs"
"51956","<U+0195>eila","<U+0195>eilan"
"51957","<U+0195>eila","<U+0195>eila"
"51958","<U+0195>eila","<U+0195>eila"
"51959","swe","swe"
"51960","libaiş","liban"
"51961","libaiş","liban"
"51962","libaiş","liban"
"51963","libaiş","liban"
"51964","jah","jah"
"51965","auk","auk"
"51966","ufwaira","ufwaira"
"51967","qens","qens"
"51968","at","at"
"51969","libandin","liban"
"51970","libandin","liban"
"51971","abin","aba"
"51972","gabundana","ga-bindan"
"51973","gabundana","ga-bindan"
"51974","gabundana","ga-bindan"
"51975","gabundana","ga-bindan"
"51976","gabundana","ga-bindan"
"51977","ist","wisan"
"51978","witoda","witoş"
"51979","witoda","witoş"
"51980","witoda","witoş"
"51981","aşşan","aşşan"
"51982","jabai","jabai"
"51983","gaswiltiş","ga-swiltan"
"51984","gaswiltiş","ga-swiltan"
"51985","gaswiltiş","ga-swiltan"
"51986","aba","aba"
"51987","galausjada","ga-lausjan"
"51988","galausjada","ga-lausjan"
"51989","af","af"
"51990","şamma","sa"
"51991","şamma","sa"
"51992","witoda","witoş"
"51993","witoda","witoş"
"51994","witoda","witoş"
"51995","abins","aba"
"51996","şannu","şannu"
"51997","şan","şan"
"51998","at","at"
"51999","libandin","liban"
"52000","libandin","liban"
"52001","abin","aba"
"52002","haitada","haitan"
"52003","haitada","haitan"
"52004","horinondei","horinon"
"52005","jabai","jabai"
"52006","wairşiş","wairşan"
"52007","wairşiş","wairşan"
"52008","wairşiş","wairşan"
"52009","waira","wair"
"52010","anşaramma","anşar"
"52011","anşaramma","anşar"
"52012","iş","iş"
"52013","jabai","jabai"
"52014","gaswiltiş","ga-swiltan"
"52015","gaswiltiş","ga-swiltan"
"52016","gaswiltiş","ga-swiltan"
"52017","wair","wair"
"52018","wair","wair"
"52019","wair","wair"
"52020","frija","freis"
"52021","frija","freis"
"52022","frija","freis"
"52023","frija","freis"
"52024","frija","freis"
"52025","ist","wisan"
"52026","şis","sa"
"52027","şis","sa"
"52028","witodis","witoş"
"52029","ei","ei"
"52030","ni","ni"
"52031","sijai","wisan"
"52032","horinondei","horinon"
"52033","waurşana","wairşan"
"52034","waurşana","wairşan"
"52035","waurşana","wairşan"
"52036","waurşana","wairşan"
"52037","waurşana","wairşan"
"52038","abin","aba"
"52039","anşaramma","anşar"
"52040","anşaramma","anşar"
"52041","swaei","swaei"
"52042","nu","nu"
"52043","nu","nu"
"52044","jah","jah"
"52045","jus","şu"
"52046","broşrjus","broşar"
"52047","meinai","meins"
"52048","meinai","meins"
"52049","afdauşidai","af-dauşjan"
"52050","afdauşidai","af-dauşjan"
"52051","waurşuş","wairşan"
"52052","witoda","witoş"
"52053","witoda","witoş"
"52054","witoda","witoş"
"52055","şairh","şairh"
"52056","leik","leik"
"52057","leik","leik"
"52058","Xristaus","Xristus"
"52059","ei","ei"
"52060","wairşaiş","wairşan"
"52061","anşaramma","anşar"
"52062","anşaramma","anşar"
"52063","şamma","sa"
"52064","şamma","sa"
"52065","us","us"
"52066","dauşaim","dauşs"
"52067","dauşaim","dauşs"
"52068","dauşaim","dauşs"
"52069","urreisandin","ur-reisan"
"52070","urreisandin","ur-reisan"
"52071","ei","ei"
"52072","akran","akran"
"52073","akran","akran"
"52074","bairaima","bairan"
"52075","guda","guş"
"52076","guda","guş"
"52077","guda","guş"
"52078","şan","şan"
"52079","auk","auk"
"52080","wesum","wisan"
"52081","wesum","wisan"
"52082","wesum","wisan"
"52083","in","in"
"52084","leika","leikan"
"52085","leika","leik"
"52086","leika","leik"
"52087","leika","leik"
"52088","winnons","winno"
"52089","winnons","winno"
"52090","winnons","winno"
"52091","şos","sa"
"52092","şos","sa"
"52093","şairh","şairh"
"52094","witoş","witoş"
"52095","witoş","witoş"
"52096","waurhtedun","waurkjan"
"52097","in","in"
"52098","lişum","lişus"
"52099","unsaraim","unsar"
"52100","unsaraim","unsar"
"52101","unsaraim","unsar"
"52102","du","du"
"52103","du","du"
"52104","du","du"
"52105","akran","akran"
"52106","akran","akran"
"52107","bairan","bairan"
"52108","dauşau","dauşus"
"52109","dauşau","dauşus"
"52110","dauşau","dauşus"
"52111","iş","iş"
"52112","nu","nu"
"52113","nu","nu"
"52114","sai","sai"
"52115","andbundanai","and-bindan"
"52116","andbundanai","and-bindan"
"52117","waurşum","wairşan"
"52118","af","af"
"52119","witoda","witoş"
"52120","witoda","witoş"
"52121","witoda","witoş"
"52122","gadauşnandans","ga-dauşnan"
"52123","gadauşnandans","ga-dauşnan"
"52124","in","in"
"52125","şammei","saei"
"52126","şammei","saei"
"52127","gahabaidai","ga-haban"
"52128","gahabaidai","ga-haban"
"52129","wesum","wisan"
"52130","wesum","wisan"
"52131","wesum","wisan"
"52132","swaei","swaei"
"52133","skalkinoma","skalkinon"
"52134","in","in"
"52135","niujişai","niujişa"
"52136","ahmins","ahma"
"52137","jah","jah"
"52138","ni","ni"
"52139","fairnişai","fairnişa"
"52140","bokos","boka"
"52141","bokos","boka"
"52142","bokos","boka"
"52143","<U+0195>a","<U+0195>as"
"52144","<U+0195>a","<U+0195>as"
"52145","nu","nu"
"52146","nu","nu"
"52147","qişam","qişan"
"52148","qişam","qişan"
"52149","witoş","witoş"
"52150","witoş","witoş"
"52151","frawaurhts","frawaurhts"
"52152","frawaurhts","frawaurhts"
"52153","frawaurhts","fra-waurkjan"
"52154","ist","wisan"
"52155","ak","ak"
"52156","frawaurht","frawaurhts"
"52157","frawaurht","frawaurhts"
"52158","frawaurht","fra-waurkjan"
"52159","frawaurht","frawaurhts"
"52160","frawaurht","fra-waurkjan"
"52161","ni","ni"
"52162","ufkunşedjau","uf-kunnan"
"52163","nih","nih"
"52164","şairh","şairh"
"52165","witoş","witoş"
"52166","witoş","witoş"
"52167","unte","unte"
"52168","lustu","lustus"
"52169","lustu","lustus"
"52170","nih","nih"
"52171","wissedjau","witan"
"52172","nih","nih"
"52173","witoş","witoş"
"52174","witoş","witoş"
"52175","qeşi","qişan"
"52176","ni","ni"
"52177","gairnjais","gairnjan"
"52178","iş","iş"
"52179","lew","lew"
"52180","nimandei","niman"
"52181","frawaurhts","frawaurhts"
"52182","frawaurhts","frawaurhts"
"52183","frawaurhts","fra-waurkjan"
"52184","şairh","şairh"
"52185","anabusn","anabusns"
"52186","gawaurhta","ga-waurkjan"
"52187","gawaurhta","ga-waurkjan"
"52188","gawaurhta","ga-waurkjan"
"52189","gawaurhta","ga-waurkjan"
"52190","gawaurhta","ga-waurkjan"
"52191","gawaurhta","ga-waurkjan"
"52192","gawaurhta","ga-waurkjan"
"52193","in","in"
"52194","mis","ik"
"52195","allana","alls"
"52196","lustu","lustus"
"52197","lustu","lustus"
"52198","unte","unte"
"52199","inu","inuh"
"52200","inu","in"
"52201","witoş","witoş"
"52202","witoş","witoş"
"52203","frawaurhts","fra-waurkjan"
"52204","frawaurhts","frawaurhts"
"52205","frawaurhts","frawaurhts"
"52206","was","wisan"
"52207","was","wisan"
"52208","was","wisan"
"52209","was","wisan"
"52210","was","wisan"
"52211","was","wisan"
"52212","nawis","naus"
"52213","iş","iş"
"52214","ik","ik"
"52215","qius","qius"
"52216","was","wisan"
"52217","was","wisan"
"52218","was","wisan"
"52219","was","wisan"
"52220","was","wisan"
"52221","was","wisan"
"52222","inu","inuh"
"52223","inu","in"
"52224","witoş","witoş"
"52225","witoş","witoş"
"52226","simle","simle"
"52227","iş","iş"
"52228","qimandein","qiman"
"52229","qimandein","qiman"
"52230","anabusnai","anabusns"
"52231","frawaurhts","frawaurhts"
"52232","frawaurhts","fra-waurkjan"
"52233","frawaurhts","frawaurhts"
"52234","gaqiunoda","ga-qiunan"
"52235","gaqiunoda","ga-qiunan"
"52236","iş","iş"
"52237","ik","ik"
"52238","gadauşnoda","ga-dauşnan"
"52239","gadauşnoda","ga-dauşnan"
"52240","jah","jah"
"52241","bigitana","bi-gitan"
"52242","bigitana","bi-gitan"
"52243","bigitana","bi-gitan"
"52244","bigitana","bi-gitan"
"52245","bigitana","bi-gitan"
"52246","warş","wairşan"
"52247","warş","wairşan"
"52248","mis","ik"
"52249","anabusns","anabusns"
"52250","sei","izei"
"52251","was","wisan"
"52252","was","wisan"
"52253","was","wisan"
"52254","was","wisan"
"52255","was","wisan"
"52256","was","wisan"
"52257","du","du"
"52258","du","du"
"52259","du","du"
"52260","libainai","libains"
"52261","wisan","wisan"
"52262","wisan","wisan"
"52263","wisan","wisan"
"52264","wisan","wisan"
"52265","wisan","wisan"
"52266","wisan","wisan"
"52267","wisan","wisan"
"52268","du","du"
"52269","du","du"
"52270","du","du"
"52271","dauşau","dauşus"
"52272","dauşau","dauşus"
"52273","dauşau","dauşus"
"52274","unte","unte"
"52275","frawaurhts","fra-waurkjan"
"52276","frawaurhts","frawaurhts"
"52277","frawaurhts","frawaurhts"
"52278","lew","lew"
"52279","nimandei","niman"
"52280","şairh","şairh"
"52281","anabusn","anabusns"
"52282","uslutoda","us-luton"
"52283","uslutoda","us-luton"
"52284","uslutoda","us-luton"
"52285","uslutoda","us-luton"
"52286","uslutoda","us-luton"
"52287","uslutoda","us-luton"
"52288","uslutoda","us-luton"
"52289","uslutoda","us-luton"
"52290","uslutoda","us-luton"
"52291","mik","ik"
"52292","jah","jah"
"52293","şairh","şairh"
"52294","şo","sa"
"52295","şo","sa"
"52296","şo","sa"
"52297","usqam","us-qiman"
"52298","usqam","us-qiman"
"52299","aşşan","aşşan"
"52300","nu","nu"
"52301","nu","nu"
"52302","sweşauh","sweşauh"
"52303","witoş","witoş"
"52304","witoş","witoş"
"52305","weihata","weihs"
"52306","weihata","weihs"
"52307","jah","jah"
"52308","anabusns","anabusns"
"52309","weiha","weihs"
"52310","weiha","weihs"
"52311","weiha","weiha"
"52312","weiha","weihan"
"52313","weiha","weihs"
"52314","weiha","weihs"
"52315","weiha","weihan"
"52316","weiha","weihs"
"52317","jah","jah"
"52318","garaihta","garaihts"
"52319","garaihta","garaihts"
"52320","garaihta","garaihts"
"52321","garaihta","garaihts"
"52322","garaihta","garaihts"
"52323","jah","jah"
"52324","şiuşeiga","şiuşeigs"
"52325","şiuşeiga","şiuşeigs"
"52326","şiuşeiga","şiuşeigs"
"52327","şiuşeiga","şiuşeigs"
"52328","şiuşeiga","şiuşeigs"
"52329","şata","sa"
"52330","şata","sa"
"52331","nu","nu"
"52332","nu","nu"
"52333","şiuşeigo","şiuşeigs"
"52334","şiuşeigo","şiuşeigs"
"52335","şiuşeigo","şiuşeigs"
"52336","warş","wairşan"
"52337","warş","wairşan"
"52338","mis","ik"
"52339","dauşus","dauşus"
"52340","dauşus","dauşus"
"52341","ak","ak"
"52342","frawaurhts","frawaurhts"
"52343","frawaurhts","frawaurhts"
"52344","frawaurhts","fra-waurkjan"
"52345","ei","ei"
"52346","uskunşa","uskunşs"
"52347","uskunşa","uskunşs"
"52348","uskunşa","uskunşs"
"52349","uskunşa","uskunşs"
"52350","uskunşa","uskunşs"
"52351","waurşi","wairşan"
"52352","frawaurhts","frawaurhts"
"52353","frawaurhts","fra-waurkjan"
"52354","frawaurhts","frawaurhts"
"52355","şairh","şairh"
"52356","şata","sa"
"52357","şata","sa"
"52358","şiuşeigo","şiuşeigs"
"52359","şiuşeigo","şiuşeigs"
"52360","şiuşeigo","şiuşeigs"
"52361","mis","ik"
"52362","gawaurkjandei","ga-waurkjan"
"52363","dauşu","dauşus"
"52364","dauşu","dauşus"
"52365","ei","ei"
"52366","waurşi","wairşan"
"52367","ufarassau","ufarassus"
"52368","ufarassau","ufarassus"
"52369","frawaurhta","frawaurhts"
"52370","frawaurhta","fra-waurkjan"
"52371","frawaurhta","fra-waurkjan"
"52372","frawaurhta","frawaurhts"
"52373","frawaurhta","fra-waurkjan"
"52374","frawaurhta","fra-waurkjan"
"52375","frawaurhta","fra-waurkjan"
"52376","frawaurhta","fra-waurkjan"
"52377","frawaurhta","fra-waurkjan"
"52378","frawaurhta","frawaurhts"
"52379","frawaurhta","frawaurhts"
"52380","frawaurhta","frawaurhts"
"52381","frawaurhts","frawaurhts"
"52382","frawaurhts","fra-waurkjan"
"52383","frawaurhts","frawaurhts"
"52384","şairh","şairh"
"52385","anabusn","anabusns"
"52386","witum","witan"
"52387","auk","auk"
"52388","şatei","saei"
"52389","şatei","saei"
"52390","şatei","şatei"
"52391","witoş","witoş"
"52392","witoş","witoş"
"52393","ahmein","ahmeins"
"52394","ahmein","ahmeins"
"52395","ist","wisan"
"52396","iş","iş"
"52397","ik","ik"
"52398","leikeins","leikeins"
"52399","im","wisan"
"52400","frabauhts","fra-bugjan"
"52401","uf","uf"
"52402","frawaurht","fra-waurkjan"
"52403","frawaurht","fra-waurkjan"
"52404","frawaurht","frawaurhts"
"52405","frawaurht","frawaurhts"
"52406","frawaurht","frawaurhts"
"52407","şatei","saei"
"52408","şatei","şatei"
"52409","şatei","saei"
"52410","waurkja","waurkjan"
"52411","ni","ni"
"52412","fraşja","fraşjan"
"52413","unte","unte"
"52414","ni","ni"
"52415","şatei","şatei"
"52416","şatei","saei"
"52417","şatei","saei"
"52418","wiljau","wiljan"
"52419","tauja","taujan"
"52420","ak","ak"
"52421","şatei","şatei"
"52422","şatei","saei"
"52423","şatei","saei"
"52424","fija","fijan"
"52425","şata","sa"
"52426","şata","sa"
"52427","tauja","taujan"
"52428","iş","iş"
"52429","jabai","jabai"
"52430","şatei","şatei"
"52431","şatei","saei"
"52432","şatei","saei"
"52433","ni","ni"
"52434","wiljau","wiljan"
"52435","şata","sa"
"52436","şata","sa"
"52437","tauja","taujan"
"52438","gaqiss","gaqiss"
"52439","gaqiss","gaqiss"
"52440","gaqiss","gaqiss"
"52441","gaqiss","gaqiss"
"52442","gaqiss","gaqiss"
"52443","im","wisan"
"52444","witoda","witoş"
"52445","witoda","witoş"
"52446","witoda","witoş"
"52447","şatei","saei"
"52448","şatei","şatei"
"52449","şatei","saei"
"52450","goş","goşs"
"52451","goş","goşs"
"52452","iş","iş"
"52453","nu","nu"
"52454","nu","nu"
"52455","ju","ju"
"52456","ni","ni"
"52457","ik","ik"
"52458","waurkja","waurkjan"
"52459","şata","sa"
"52460","şata","sa"
"52461","ak","ak"
"52462","so","sa"
"52463","bauandei","bauan"
"52464","in","in"
"52465","mis","ik"
"52466","frawaurhts","frawaurhts"
"52467","frawaurhts","frawaurhts"
"52468","frawaurhts","fra-waurkjan"
"52469","wait","witan"
"52470","wait","witan"
"52471","auk","auk"
"52472","şatei","saei"
"52473","şatei","şatei"
"52474","şatei","saei"
"52475","ni","ni"
"52476","bauiş","bauan"
"52477","in","in"
"52478","mis","ik"
"52479","in","in"
"52480","leika","leikan"
"52481","leika","leik"
"52482","leika","leik"
"52483","leika","leik"
"52484","meinamma","meins"
"52485","meinamma","meins"
"52486","şiuş","şiuş"
"52487","şiuş","şiuş"
"52488","unte","unte"
"52489","wiljan","wilja"
"52490","wiljan","wiljan"
"52491","atligiş","at-ligan"
"52492","atligiş","at-ligan"
"52493","atligiş","at-ligan"
"52494","mis","ik"
"52495","iş","iş"
"52496","gawaurkjan","ga-waurkjan"
"52497","goş","goşs"
"52498","goş","goşs"
"52499","ni","ni"
"52500","unte","unte"
"52501","ni","ni"
"52502","şatei","şatei"
"52503","şatei","saei"
"52504","şatei","saei"
"52505","wiljau","wiljan"
"52506","waurkja","waurkjan"
"52507","goş","goşs"
"52508","goş","goşs"
"52509","ak","ak"
"52510","şatei","şatei"
"52511","şatei","saei"
"52512","şatei","saei"
"52513","ni","ni"
"52514","wiljau","wiljan"
"52515","ubil","ubils"
"52516","ubil","ubils"
"52517","şata","sa"
"52518","şata","sa"
"52519","tauja","taujan"
"52520","jabai","jabai"
"52521","nu","nu"
"52522","nu","nu"
"52523","şatei","saei"
"52524","şatei","saei"
"52525","şatei","şatei"
"52526","ni","ni"
"52527","wiljau","wiljan"
"52528","ik","ik"
"52529","şata","sa"
"52530","şata","sa"
"52531","tauja","taujan"
"52532","ju","ju"
"52533","ni","ni"
"52534","ik","ik"
"52535","waurkja","waurkjan"
"52536","ita","is"
"52537","ita","itan"
"52538","ita","is"
"52539","ak","ak"
"52540","sei","izei"
"52541","bauiş","bauan"
"52542","in","in"
"52543","mis","ik"
"52544","frawaurhts","frawaurhts"
"52545","frawaurhts","fra-waurkjan"
"52546","frawaurhts","frawaurhts"
"52547","bigita","bi-gitan"
"52548","nu","nu"
"52549","nu","nu"
"52550","witoş","witoş"
"52551","witoş","witoş"
"52552","wiljandin","wiljan"
"52553","wiljandin","wiljan"
"52554","mis","ik"
"52555","goş","goşs"
"52556","goş","goşs"
"52557","taujan","taujan"
"52558","unte","unte"
"52559","mis","ik"
"52560","atist","at-wisan"
"52561","ubil","ubils"
"52562","ubil","ubils"
"52563","gawizneigs","gawizneigs"
"52564","im","wisan"
"52565","auk","auk"
"52566","witoda","witoş"
"52567","witoda","witoş"
"52568","witoda","witoş"
"52569","gudis","guş"
"52570","bi","bi"
"52571","şamma","sa"
"52572","şamma","sa"
"52573","innumin","innuma"
"52574","innumin","innuma"
"52575","mann","manna"
"52576","aşşan","aşşan"
"52577","gasai<U+0195>a","ga-sai<U+0195>an"
"52578","anşar","anşar"
"52579","anşar","anşar"
"52580","anşar","anşar"
"52581","witoş","witoş"
"52582","witoş","witoş"
"52583","in","in"
"52584","lişum","lişus"
"52585","meinaim","meins"
"52586","meinaim","meins"
"52587","meinaim","meins"
"52588","witoda","witoş"
"52589","witoda","witoş"
"52590","witoda","witoş"
"52591","ahmins","ahma"
"52592","meinis","meins"
"52593","meinis","meins"
"52594","jah","jah"
"52595","frahinşando","fra-hinşan"
"52596","frahinşando","fra-hinşan"
"52597","mik","ik"
"52598","in","in"
"52599","witoda","witoş"
"52600","witoda","witoş"
"52601","witoda","witoş"
"52602","frawaurhtais","frawaurhts"
"52603","şamma","sa"
"52604","şamma","sa"
"52605","wisandin","wisan"
"52606","wisandin","wisan"
"52607","wisandin","wisan"
"52608","wisandin","wisan"
"52609","wisandin","wisan"
"52610","wisandin","wisan"
"52611","in","in"
"52612","lişum","lişus"
"52613","meinaim","meins"
"52614","meinaim","meins"
"52615","meinaim","meins"
"52616","wainahs","wainahs"
"52617","ik","ik"
"52618","manna","manna"
